Token	True Label	Predicted Label
not	O	O
free	O	O
of	O	O
toxicity	O	O
,	O	O
and	O	O
its	O	O
use	O	O
is	O	O
best	O	O
restricted	O	O
to	O	O
specific	O	O
indications	O	O
.	O	O

ethambutol	B-chem	B-chem
and	O	O
optic	O	O
neuropathy	O	O
.	O	O

purpose	O	O
:	O	O

to	O	O
demonstrate	O	O
the	O	O
association	O	O
between	O	O
ethambutol	B-chem	B-chem
and	O	O
optic	O	O
neuropathy	O	O
.	O	O

method	O	O
:	O	O

thirteen	O	O
patients	O	O
who	O	O
developed	O	O
optic	O	O
neuropathy	O	O
after	O	O
being	O	O
treated	O	O
with	O	O
ethambutol	B-chem	B-chem
for	O	O
tuberculosis	O	O
of	O	O
the	O	O
lung	O	O
or	O	O
lymph	O	O
node	O	O
at	O	O
siriraj	O	O
hospital	O	O
between	O	O
1997	O	O
and	O	O
2001	O	O
were	O	O
retrospectively	O	O
reviewed	O	O
.	O	O

the	O	O
clinical	O	O
characteristics	O	O
and	O	O
initial	O	O
and	O	O
final	O	O
visual	O	O
acuity	O	O
were	O	O
analyzed	O	O
to	O	O
determine	O	O
visual	O	O
outcome	O	O
.	O	O

results	O	O
:	O	O

all	O	O
patients	O	O
had	O	O
optic	O	O
neuropathy	O	O
between	O	O
1	O	O
to	O	O
6	O	O
months	O	O
(	O	O
mean	O	O
=	O	O
2	O	O
.	O	O
9	O	O
months	O	O
)	O	O
after	O	O
starting	O	O
ethambutol	B-chem	B-chem
therapy	O	O
at	O	O
a	O	O
dosage	O	O
ranging	O	O
from	O	O
13	O	O
to	O	O
20	O	O
mg	O	O
/	O	O
kg	O	O
/	O	O
day	O	O
(	O	O
mean	O	O
=	O	O
17	O	O
mg	O	O
/	O	O
kg	O	O
/	O	O
day	O	O
)	O	O
.	O	O

seven	O	O
(	O	O
54	O	O
%	O	O
)	O	O
of	O	O
the	O	O
13	O	O
patients	O	O
experienced	O	O
visual	O	O
recovery	O	O
after	O	O
stopping	O	O
the	O	O
drug	O	O
.	O	O

of	O	O
6	O	O
patients	O	O
with	O	O
irreversible	O	O
visual	O	O
impairment	O	O
,	O	O
4	O	O
patients	O	O
had	O	O
diabetes	O	O
mellitus	O	O
,	O	O
glaucoma	O	O
and	O	O
a	O	O
history	O	O
of	O	O
heavy	O	O
smoking	O	O
.	O	O

conclusion	O	O
:	O	O

early	O	O
recognition	O	O
of	O	O
optic	O	O
neuropathy	O	O
should	O	O
be	O	O
considered	O	O
in	O	O
patients	O	O
with	O	O
ethambutol	B-chem	B-chem
therapy	O	O
.	O	O

a	O	O
low	O	O
dose	O	O
and	O	O
prompt	O	O
discontinuation	O	O
of	O	O
the	O	O
drug	O	O
is	O	O
recommended	O	O
particularly	O	O
in	O	O
individuals	O	O
with	O	O
diabetes	O	O
mellitus	O	O
,	O	O
glaucoma	O	O
or	O	O
who	O	O
are	O	O
heavy	O	O
smokers	O	O
.	O	O

treatment	O	O
of	O	O
compensatory	O	O
gustatory	O	O
hyperhidrosis	O	O
with	O	O
topical	O	O
glycopyrrolate	B-chem	B-chem
.	O	O

gustatory	O	O
hyperhidrosis	O	O
is	O	O
facial	O	O
sweating	O	O
usually	O	O
associated	O	O
with	O	O
the	O	O
eating	O	O
of	O	O
hot	O	O
spicy	O	O
food	O	O
or	O	O
even	O	O
smelling	O	O
this	O	O
food	O	O
.	O	O

current	O	O
options	O	O
of	O	O
treatment	O	O
include	O	O
oral	O	O
anticholinergic	O	O
drugs	O	O
,	O	O
the	O	O
topical	O	O
application	O	O
of	O	O
anticholinergics	O	B-chem
or	O	O
aluminum	B-chem	B-chem
chloride	I-chem	I-chem
,	O	O
and	O	O
the	O	O
injection	O	O
of	O	O
botulinum	O	O
toxin	O	O
.	O	O

thirteen	O	O
patients	O	O
have	O	O
been	O	O
treated	O	O
to	O	O
date	O	O
with	O	O
1	O	O
.	O	O
5	O	O
%	O	O
or	O	O
2	O	O
%	O	O
topical	O	O
glycopyrrolate	B-chem	B-chem
.	O	O

all	O	O
patients	O	O
had	O	O
gustatory	O	O
hyperhidrosis	O	O
,	O	O
which	O	O
interfered	O	O
with	O	O
their	O	O
social	O	O
activities	O	O
,	O	O
after	O	O
transthroacic	O	O
endoscopic	O	O
sympathectomy	O	O
,	O	O
and	O	O
which	O	O
was	O	O
associated	O	O
with	O	O
compensatory	O	O
focal	O	O
hyperhidrosis	O	O
.	O	O

after	O	O
applying	O	O
topical	O	O
glycopyrrolate	B-chem	B-chem
,	O	O
the	O	O
subjective	O	O
effect	O	O
was	O	O
excellent	O	O
(	O	O
no	O	O
sweating	O	O
after	O	O
eating	O	O
hot	O	O
spicy	O	O
food	O	O
)	O	O
in	O	O
10	O	O
patients	O	O
(	O	O
77	O	O
%	O	O
)	O	O
,	O	O
and	O	O
fair	O	O
(	O	O
clearly	O	O
reduced	O	O
sweating	O	O
)	O	O
in	O	O
3	O	O
patients	O	O
(	O	O
23	O	O
%	O	O
)	O	O
.	O	O

all	O	O
had	O	O
reported	O	O
incidents	O	O
of	O	O
being	O	O
very	O	O
embarrassed	O	O
whilst	O	O
eating	O	O
hot	O	O
spicy	O	O
foods	O	O
.	O	O

adverse	O	O
effects	O	O
included	O	O
a	O	O
mildly	O	O
dry	O	O
mouth	O	O
and	O	O
a	O	O
sore	O	O
throat	O	O
in	O	O
2	O	O
patients	O	O
(	O	O
2	O	O
%	O	O
glycopyrrolate	B-chem	B-chem
)	O	O
,	O	O
a	O	O
light	O	O
headache	O	O
in	O	O
1	O	O
patient	O	O
(	O	O
1	O	O
.	O	O
5	O	O
%	O	O
glycopyrrolate	B-chem	B-chem
)	O	O
.	O	O

the	O	O
topical	O	O
application	O	O
of	O	O
a	O	O
glycopyrrolate	B-chem	B-chem
pad	O	O
appeared	O	O
to	O	O
be	O	O
safe	O	O
,	O	O
efficacious	O	O
,	O	O
well	O	O
tolerated	O	O
,	O	O
and	O	O
a	O	O
convenient	O	O
method	O	O
of	O	O
treatment	O	O
for	O	O
moderate	O	O
to	O	O
severe	O	O
symptoms	O	O
of	O	O
gustatory	O	O
hyperhidrosis	O	O
in	O	O
post	O	O
transthoracic	O	O
endoscopic	O	O
sympathectomy	O	O
or	O	O
sympathicotomy	O	O
patients	O	O
,	O	O
with	O	O
few	O	O
side	O	O
effects	O	O
.	O	O

pharmacological	O	O
characteristics	O	O
and	O	O
side	O	O
effects	O	O
of	O	O
a	O	O
new	O	O
galenic	O	O
formulation	O	O
of	O	O
propofol	B-chem	B-chem
without	O	O
soyabean	O	B-chem
oil	O	O
.	O	O

we	O	O
compared	O	O
the	O	O
pharmacokinetics	O	O
,	O	O
pharmacodynamics	O	O
and	O	O
safety	O	O
profile	O	O
of	O	O
a	O	O
new	O	O
galenic	O	O
formulation	O	O
of	O	O
propofol	B-chem	B-chem
(	O	O
am149	O	O
1	O	O
%	O	O
)	O	O
,	O	O
which	O	O
does	O	O
not	O	O
contain	O	O
soyabean	O	O
oil	O	O
,	O	O
with	O	O
a	O	O
standard	O	O
formulation	O	O
of	O	O
propofol	B-chem	B-chem
(	O	O
disoprivan	B-chem	B-chem
1	O	O
%	O	O
)	O	O
.	O	O

in	O	O
a	O	O
randomised	O	O
,	O	O
double	O	O
-	O	O
blind	O	O
,	O	O
cross	O	O
-	O	O
over	O	O
study	O	O
,	O	O
30	O	O
healthy	O	O
volunteers	O	O
received	O	O
a	O	O
single	O	O
intravenous	O	O
bolus	O	O
injection	O	O
of	O	O
2	O	O
.	O	O
5	O	O
mg	O	O
.	O	O
kg	O	O
-	O	O
1	O	O
propofol	B-chem	B-chem
.	O	O

plasma	O	O
propofol	B-chem	B-chem
levels	O	O
were	O	O
measured	O	O
for	O	O
48	O	O
h	O	O
following	O	O
drug	O	O
administration	O	O
and	O	O
evaluated	O	O
according	O	O
to	O	O
a	O	O
three	O	O
-	O	O
compartment	O	O
model	O	O
.	O	O

the	O	O
pharmacodynamic	O	O
parameters	O	O
assessed	O	O
included	O	O
induction	O	O
and	O	O
emergence	O	O
times	O	O
,	O	O
respiratory	O	O
and	O	O
cardiovascular	O	O
effects	O	O
,	O	O
and	O	O
pain	O	O
on	O	O
injection	O	O
.	O	O

patients	O	O
were	O	O
monitored	O	O
for	O	O
side	O	O
effects	O	O
over	O	O
48	O	O
h	O	O
.	O	O

owing	O	O
to	O	O
a	O	O
high	O	O
incidence	O	O
of	O	O
thrombophlebitis	O	O
,	O	O
the	O	O
study	O	O
was	O	O
terminated	O	O
prematurely	O	O
and	O	O
only	O	O
the	O	O
data	O	O
of	O	O
the	O	O
two	O	O
parallel	O	O
treatment	O	O
groups	O	O
(	O	O
15	O	O
patients	O	O
in	O	O
each	O	O
group	O	O
)	O	O
were	O	O
analysed	O	O
.	O	O

plasma	O	O
concentrations	O	O
did	O	O
not	O	O
differ	O	O
significantly	O	O
between	O	O
the	O	O
two	O	O
formulations	O	O
.	O	O

anaesthesia	O	O
induction	O	O
and	O	O
emergence	O	O
times	O	O
,	O	O
respiratory	O	O
and	O	O
cardiovascular	O	O
variables	O	O
showed	O	O
no	O	O
significant	O	O
differences	O	O
between	O	O
the	O	O
two	O	O
treatment	O	O
groups	O	O
.	O	O

pain	O	O
on	O	O
injection	O	O
(	O	O
80	O	O
vs	O	O
.	O	O
20	O	O
%	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
and	O	O
thrombophlebitis	O	O
(	O	O
93	O	O
.	O	O
3	O	O
vs	O	O
.	O	O
6	O	O
.	O	O
6	O	O
%	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
001	O	O
)	O	O
occurred	O	O
more	O	O
frequently	O	O
with	O	O
am149	O	O
than	O	O
with	O	O
disoprivan	B-chem	B-chem
.	O	O

although	O	O
both	O	O
formulations	O	O
had	O	O
similar	O	O
pharmacokinetic	O	O
and	O	O
pharmacodynamic	O	O
profiles	O	O
the	O	O
new	O	O
formulation	O	O
is	O	O
not	O	O
suitable	O	O
for	O	O
clinical	O	O
use	O	O
due	O	O
to	O	O
the	O	O
high	O	O
incidence	O	O
of	O	O
thrombophlebitis	O	O
produced	O	O
.	O	O

vinorelbine	B-chem	B-chem
-	O	O
related	O	O
cardiac	O	O
events	O	O
:	O	O
a	O	O
meta	O	O
-	O	O
analysis	O	O
of	O	O
randomized	O	O
clinical	O	O
trials	O	O
.	O	O

several	O	O
cases	O	O
of	O	O
cardiac	O	O
adverse	O	O
reactions	O	O
related	O	O
to	O	O
vinorelbine	B-chem	B-chem
(	O	O
vnr	B-chem	B-chem
)	O	O
have	O	O
been	O	O
reported	O	O
in	O	O
the	O	O
literature	O	O
.	O	O

in	O	O
order	O	O
to	O	O
quantify	O	O
the	O	O
incidence	O	O
of	O	O
these	O	O
cardiac	O	O
events	O	O
,	O	O
we	O	O
performed	O	O
a	O	O
meta	O	O
-	O	O
analysis	O	O
of	O	O
clinical	O	O
trials	O	O
comparing	O	O
vnr	B-chem	O
with	O	O
other	O	O
chemotherapeutic	O	O
agents	O	O
in	O	O
the	O	O
treatment	O	O
of	O	O
various	O	O
malignancies	O	O
.	O	O

randomized	O	O
clinical	O	O
trials	O	O
comparing	O	O
vnr	B-chem	O
with	O	O
other	O	O
drugs	O	O
in	O	O
the	O	O
treatment	O	O
of	O	O
cancer	O	O
were	O	O
searched	O	O
in	O	O
medline	O	O
,	O	O
embase	O	O
,	O	O
evidence	O	O
-	O	O
based	O	O
medicine	O	O
reviews	O	O
databases	O	O
and	O	O
the	O	O
cochrane	O	O
library	O	O
from	O	O
1987	O	O
to	O	O
2002	O	O
.	O	O

outcomes	O	O
of	O	O
interest	O	O
were	O	O
severe	O	O
cardiac	O	O
events	O	O
,	O	O
toxic	O	O
deaths	O	O
and	O	O
cardiac	O	O
event	O	O
-	O	O
related	O	O
deaths	O	O
reported	O	O
in	O	O
each	O	O
publication	O	O
.	O	O

we	O	O
found	O	O
19	O	O
trials	O	O
,	O	O
involving	O	O
2441	O	O
patients	O	O
treated	O	O
by	O	O
vnr	B-chem	B-chem
and	O	O
2050	O	O
control	O	O
patients	O	O
.	O	O

the	O	O
incidence	O	O
of	O	O
cardiac	O	O
events	O	O
with	O	O
vnr	B-chem	O
was	O	O
1	O	O
.	O	O
19	O	O
%	O	O
[	O	O
95	O	O
%	O	O
confidence	O	O
interval	O	O
(	O	O
ci	O	O
)	O	O
(	O	O
0	O	O
.	O	O
75	O	O
;	O	O
1	O	O
.	O	O
67	O	O
)	O	O
]	O	O
.	O	O

there	O	O
was	O	O
no	O	O
difference	O	O
in	O	O
the	O	O
risk	O	O
of	O	O
cardiac	O	O
events	O	O
between	O	O
vnr	B-chem	O
and	O	O
other	O	O
drugs	O	O
[	O	O
odds	O	O
ratio	O	O
:	O	O
0	O	O
.	O	O
92	O	O
,	O	O
95	O	O
%	O	O
ci	O	O
(	O	O
0	O	O
.	O	O
54	O	O
;	O	O
1	O	O
.	O	O
55	O	O
)	O	O
]	O	O
.	O	O

the	O	O
risk	O	O
of	O	O
vnr	B-chem	O
cardiac	O	O
events	O	O
was	O	O
similar	O	O
to	O	O
vindesine	B-chem	B-chem
(	O	O
vds	B-chem	O
)	O	O
and	O	O
other	O	O
cardiotoxic	O	O
drugs	O	O
[	O	O
fluorouracil	B-chem	B-chem
,	O	O
anthracyclines	B-chem	B-chem
,	O	O
gemcitabine	B-chem	B-chem
(	O	O
gem	B-chem	B-chem
)	O	O
em	O	O
leader	O	O
]	O	O
.	O	O

even	O	O
if	O	O
it	O	O
did	O	O
not	O	O
reach	O	O
statistical	O	O
significance	O	O
because	O	O
of	O	O
a	O	O
few	O	O
number	O	O
of	O	O
cases	O	O
,	O	O
the	O	O
risk	O	O
was	O	O
lower	O	O
in	O	O
trials	O	O
excluding	O	O
patients	O	O
with	O	O
cardiac	O	O
history	O	O
,	O	O
and	O	O
seemed	O	O
to	O	O
be	O	O
higher	O	O
in	O	O
trials	O	O
including	O	O
patients	O	O
with	O	O
pre	O	O
-	O	O
existing	O	O
cardiac	O	O
diseases	O	O
.	O	O

vinorelbine	B-chem	B-chem
-	O	O
related	O	O
cardiac	O	O
events	O	O
concern	O	O
about	O	O
1	O	O
%	O	O
of	O	O
treated	O	O
patients	O	O
in	O	O
clinical	O	O
trials	O	O
.	O	O

however	O	O
,	O	O
the	O	O
risk	O	O
associated	O	O
with	O	O
vnr	B-chem	O
seems	O	O
to	O	O
be	O	O
similar	O	O
to	O	O
that	O	O
of	O	O
other	O	O
chemotherapeutic	O	O
agents	O	O
in	O	O
the	O	O
same	O	O
indications	O	O
.	O	O

mri	O	O
findings	O	O
of	O	O
hypoxic	O	O
cortical	O	O
laminar	O	O
necrosis	O	O
in	O	O
a	O	O
child	O	O
with	O	O
hemolytic	O	O
anemia	O	O
crisis	O	O
.	O	O

we	O	O
present	O	O
magnetic	O	O
resonance	O	O
imaging	O	O
findings	O	O
of	O	O
a	O	O
5	O	O
-	O	O
year	O	O
-	O	O
old	O	O
girl	O	O
who	O	O
had	O	O
a	O	O
rapidly	O	O
installing	O	O
hemolytic	O	O
anemia	O	O
crisis	O	O
induced	O	O
by	O	O
trimethoprim	B-chem	B-chem
-	I-chem	I-chem
sulfomethoxazole	I-chem	I-chem
,	O	O
resulting	O	O
in	O	O
cerebral	O	O
anoxia	O	O
leading	O	O
to	O	O
permanent	O	O
damage	O	O
.	O	O

magnetic	O	O
resonance	O	O
imaging	O	O
revealed	O	O
cortical	O	O
laminar	O	O
necrosis	O	O
in	O	O
arterial	O	O
border	O	O
zones	O	O
in	O	O
both	O	O
cerebral	O	O
hemispheres	O	O
,	O	O
ischemic	O	O
changes	O	O
in	O	O
subcortical	O	O
white	O	O
matter	O	O
of	O	O
left	O	O
cerebral	O	O
hemisphere	O	O
,	O	O
and	O	O
in	O	O
the	O	O
left	O	O
putamen	O	O
.	O	O

although	O	O
cortical	O	O
laminar	O	O
necrosis	O	O
is	O	O
a	O	O
classic	O	O
entity	O	O
in	O	O
adulthood	O	O
related	O	O
to	O	O
conditions	O	O
of	O	O
energy	O	O
depletions	O	O
,	O	O
there	O	O
are	O	O
few	O	O
reports	O	O
available	O	O
in	O	O
children	O	O
.	O	O

a	O	O
wide	O	O
review	O	O
of	O	O
the	O	O
literature	O	O
is	O	O
also	O	O
presented	O	O
.	O	O

the	O	O
natural	O	O
history	O	O
of	O	O
vigabatrin	B-chem	B-chem
associated	O	O
visual	O	O
field	O	O
defects	O	O
in	O	O
patients	O	O
electing	O	O
to	O	O
continue	O	O
their	O	O
medication	O	O
.	O	O

purpose	O	O
:	O	O

to	O	O
determine	O	O
the	O	O
natural	O	O
history	O	O
of	O	O
visual	O	O
field	O	O
defects	O	O
in	O	O
a	O	O
group	O	O
of	O	O
patients	O	O
known	O	O
to	O	O
have	O	O
vigabatrin	B-chem	B-chem
-	O	O
associated	O	O
changes	O	O
who	O	O
elected	O	O
to	O	O
continue	O	O
the	O	O
medication	O	O
because	O	O
of	O	O
good	O	O
seizure	O	O
control	O	O
.	O	O

methods	O	O
:	O	O

all	O	O
patients	O	O
taking	O	O
vigabatrin	B-chem	B-chem
alone	O	O
or	O	O
in	O	O
combination	O	O
with	O	O
other	O	O
antiepileptic	O	O
drugs	O	O
for	O	O
at	O	O
least	O	O
5	O	O
years	O	O
(	O	O
range	O	O
5	O	O
-	O	O
12	O	O
years	O	O
)	O	O
were	O	O
entered	O	O
into	O	O
a	O	O
visual	O	O
surveillance	O	O
programme	O	O
.	O	O

patients	O	O
were	O	O
followed	O	O
up	O	O
at	O	O
6	O	O
-	O	O
monthly	O	O
intervals	O	O
for	O	O
not	O	O
less	O	O
than	O	O
18	O	O
months	O	O
(	O	O
range	O	O
18	O	O
-	O	O
43	O	O
months	O	O
)	O	O
.	O	O

in	O	O
all	O	O
,	O	O
16	O	O
patients	O	O
with	O	O
unequivocal	O	O
defects	O	O
continued	O	O
the	O	O
medication	O	O
.	O	O

following	O	O
already	O	O
published	O	O
methodology	O	O
(	O	O
eye	O	O
2002	O	O
;	O	O
16	O	O
;	O	O
567	O	O
-	O	O
571	O	O
)	O	O
monocular	O	O
mean	O	O
radial	O	O
degrees	O	O
(	O	O
mrds	O	O
)	O	O
to	O	O
the	O	O
i	O	O
/	O	O
4e	O	O
isopter	O	B-chem
on	O	O
goldmann	O	O
perimetry	O	O
was	O	O
calculated	O	O
for	O	O
the	O	O
right	O	O
eye	O	O
at	O	O
the	O	O
time	O	O
of	O	O
discovery	O	O
of	O	O
a	O	O
visual	O	O
field	O	O
defect	O	O
and	O	O
again	O	O
after	O	O
not	O	O
less	O	O
than	O	O
18	O	O
months	O	O
follow	O	O
-	O	O
up	O	O
.	O	O

results	O	O
:	O	O

mean	O	O
right	O	O
eye	O	O
mrd	O	O
at	O	O
presentation	O	O
was	O	O
36	O	O
.	O	O
98	O	O
degrees	O	O
(	O	O
range	O	O
22	O	O
.	O	O
25	O	O
-	O	O
51	O	O
.	O	O
0	O	O
)	O	O
,	O	O
compared	O	O
to	O	O
38	O	O
.	O	O
40	O	O
degrees	O	O
(	O	O
range	O	O
22	O	O
.	O	O
5	O	O
-	O	O
49	O	O
.	O	O
75	O	O
)	O	O
after	O	O
follow	O	O
-	O	O
up	O	O
;	O	O
p	O	O
=	O	O
0	O	O
.	O	O
338	O	O
unpaired	O	O
t	O	O
-	O	O
test	O	O
.	O	O

only	O	O
one	O	O
patient	O	O
demonstrated	O	O
a	O	O
deterioration	O	O
in	O	O
visual	O	O
field	O	O
during	O	O
the	O	O
study	O	O
period	O	O
and	O	O
discontinued	O	O
treatment	O	O
.	O	O

conclusion	O	O
:	O	O

established	O	O
visual	O	O
field	O	O
defects	O	O
presumed	O	O
to	O	O
be	O	O
due	O	O
to	O	O
vigabatrin	B-chem	B-chem
therapy	O	O
did	O	O
not	O	O
usually	O	O
progress	O	O
in	O	O
spite	O	O
of	O	O
continuing	O	O
use	O	O
of	O	O
the	O	O
medication	O	O
.	O	O

these	O	O
data	O	O
give	O	O
support	O	O
to	O	O
the	O	O
hypothesis	O	O
that	O	O
the	O	O
pathogenesis	O	O
of	O	O
vigabatrin	B-chem	B-chem
-	O	O
associated	O	O
visual	O	O
field	O	O
defects	O	O
may	O	O
be	O	O
an	O	O
idiosyncratic	O	O
adverse	O	O
drug	O	O
reaction	O	O
rather	O	O
than	O	O
dose	O	O
-	O	O
dependent	O	O
toxicity	O	O
.	O	O

induction	O	O
of	O	O
rosaceiform	O	O
dermatitis	O	O
during	O	O
treatment	O	O
of	O	O
facial	O	O
inflammatory	O	O
dermatoses	O	O
with	O	O
tacrolimus	B-chem	B-chem
ointment	O	O
.	O	O

background	O	O
:	O	O

tacrolimus	B-chem	B-chem
ointment	O	O
is	O	O
increasingly	O	O
used	O	O
for	O	O
anti	O	O
-	O	O
inflammatory	O	O
treatment	O	O
of	O	O
sensitive	O	O
areas	O	O
such	O	O
as	O	O
the	O	O
face	O	O
,	O	O
and	O	O
recent	O	O
observations	O	O
indicate	O	O
that	O	O
the	O	O
treatment	O	O
is	O	O
effective	O	O
in	O	O
steroid	B-chem	B-chem
-	O	O
aggravated	O	O
rosacea	O	O
and	O	O
perioral	O	O
dermatitis	O	O
.	O	O

we	O	O
report	O	O
on	O	O
rosaceiform	O	O
dermatitis	O	O
as	O	O
a	O	O
complication	O	O
of	O	O
treatment	O	O
with	O	O
tacrolimus	B-chem	B-chem
ointment	O	O
.	O	O

observations	O	O
:	O	O

six	O	O
adult	O	O
patients	O	O
with	O	O
inflammatory	O	O
facial	O	O
dermatoses	O	O
were	O	O
treated	O	O
with	O	O
tacrolimus	B-chem	B-chem
ointment	O	O
because	O	O
of	O	O
the	O	O
ineffectiveness	O	O
of	O	O
standard	O	O
treatments	O	O
.	O	O

within	O	O
2	O	O
to	O	O
3	O	O
weeks	O	O
of	O	O
initially	O	O
effective	O	O
and	O	O
well	O	O
-	O	O
tolerated	O	O
treatment	O	O
,	O	O
3	O	O
patients	O	O
with	O	O
a	O	O
history	O	O
of	O	O
rosacea	O	O
and	O	O
1	O	O
with	O	O
a	O	O
history	O	O
of	O	O
acne	O	O
experienced	O	O
sudden	O	O
worsening	O	O
with	O	O
pustular	O	O
rosaceiform	O	O
lesions	O	O
.	O	O

biopsy	O	O
revealed	O	O
an	O	O
abundance	O	O
of	O	O
demodex	O	O
mites	O	O
in	O	O
2	O	O
of	O	O
these	O	O
patients	O	O
.	O	O

in	O	O
1	O	O
patient	O	O
with	O	O
eyelid	O	O
eczema	O	O
,	O	O
rosaceiform	O	O
periocular	O	O
dermatitis	O	O
gradually	O	O
appeared	O	O
after	O	O
3	O	O
weeks	O	O
of	O	O
treatment	O	O
.	O	O

in	O	O
1	O	O
patient	O	O
with	O	O
atopic	O	O
dermatitis	O	O
,	O	O
telangiectatic	O	O
and	O	O
papular	O	O
rosacea	O	O
insidiously	O	O
appeared	O	O
after	O	O
5	O	O
months	O	O
of	O	O
treatment	O	O
.	O	O

conclusions	O	O
:	O	O

our	O	O
observations	O	O
suggest	O	O
that	O	O
the	O	O
spectrum	O	O
of	O	O
rosaceiform	O	O
dermatitis	O	O
as	O	O
a	O	O
complication	O	O
of	O	O
treatment	O	O
with	O	O
tacrolimus	B-chem	B-chem
ointment	O	O
is	O	O
heterogeneous	O	O
.	O	O

a	O	O
variety	O	O
of	O	O
factors	O	O
,	O	O
such	O	O
as	O	O
vasoactive	O	O
properties	O	O
of	O	O
tacrolimus	B-chem	B-chem
,	O	O
proliferation	O	O
of	O	O
demodex	O	B-chem
due	O	O
to	O	O
local	O	O
immunosuppression	O	O
,	O	O
and	O	O
the	O	O
occlusive	O	O
properties	O	O
of	O	O
the	O	O
ointment	O	O
,	O	O
may	O	O
be	O	O
involved	O	O
in	O	O
the	O	O
observed	O	O
phenomena	O	O
.	O	O

future	O	O
studies	O	O
are	O	O
needed	O	O
to	O	O
identify	O	O
individual	O	O
risk	O	O
factors	O	O
.	O	O

structural	O	O
abnormalities	O	O
in	O	O
the	O	O
brains	O	O
of	O	O
human	O	O
subjects	O	O
who	O	O
use	O	O
methamphetamine	B-chem	B-chem
.	O	O

we	O	O
visualize	O	O
,	O	O
for	O	O
the	O	O
first	O	O
time	O	O
,	O	O
the	O	O
profile	O	O
of	O	O
structural	O	O
deficits	O	O
in	O	O
the	O	O
human	O	O
brain	O	O
associated	O	O
with	O	O
chronic	O	O
methamphetamine	B-chem	B-chem
(	O	O
ma	B-chem	O
)	O	O
abuse	O	O
.	O	O

studies	O	O
of	O	O
human	O	O
subjects	O	O
who	O	O
have	O	O
used	O	O
ma	B-chem	O
chronically	O	O
have	O	O
revealed	O	O
deficits	O	O
in	O	O
dopaminergic	O	O
and	O	O
serotonergic	O	O
systems	O	O
and	O	O
cerebral	O	O
metabolic	O	O
abnormalities	O	O
.	O	O

using	O	O
magnetic	O	O
resonance	O	O
imaging	O	O
(	O	O
mri	O	O
)	O	O
and	O	O
new	O	O
computational	O	O
brain	O	O
-	O	O
mapping	O	O
techniques	O	O
,	O	O
we	O	O
determined	O	O
the	O	O
pattern	O	O
of	O	O
structural	O	O
brain	O	O
alterations	O	O
associated	O	O
with	O	O
chronic	O	O
ma	B-chem	O
abuse	O	O
in	O	O
human	O	O
subjects	O	O
and	O	O
related	O	O
these	O	O
deficits	O	O
to	O	O
cognitive	O	O
impairment	O	O
.	O	O

we	O	O
used	O	O
high	O	O
-	O	O
resolution	O	O
mri	O	O
and	O	O
surface	O	O
-	O	O
based	O	O
computational	O	O
image	O	O
analyses	O	O
to	O	O
map	O	O
regional	O	O
abnormalities	O	O
in	O	O
the	O	O
cortex	O	O
,	O	O
hippocampus	O	O
,	O	O
white	O	O
matter	O	O
,	O	O
and	O	O
ventricles	O	O
in	O	O
22	O	O
human	O	O
subjects	O	O
who	O	O
used	O	O
ma	B-chem	O
and	O	O
21	O	O
age	O	O
-	O	O
matched	O	O
,	O	O
healthy	O	O
controls	O	O
.	O	O

cortical	O	O
maps	O	O
revealed	O	O
severe	O	O
gray	O	O
-	O	O
matter	O	O
deficits	O	O
in	O	O
the	O	O
cingulate	O	O
,	O	O
limbic	O	O
,	O	O
and	O	O
paralimbic	O	O
cortices	O	O
of	O	O
ma	B-chem	O
abusers	O	O
(	O	O
averaging	O	O
11	O	O
.	O	O
3	O	O
%	O	O
below	O	O
control	O	O
;	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
)	O	O
.	O	O

on	O	O
average	O	O
,	O	O
ma	B-chem	O
abusers	O	O
had	O	O
7	O	O
.	O	O
8	O	O
%	O	O
smaller	O	O
hippocampal	O	O
volumes	O	O
than	O	O
control	O	O
subjects	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
;	O	O
left	O	O
,	O	O
p	O	O
=	O	O
0	O	O
.	O	O
01	O	O
;	O	O
right	O	O
,	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
)	O	O
and	O	O
significant	O	O
white	O	O
-	O	O
matter	O	O
hypertrophy	O	O
(	O	O
7	O	O
.	O	O
0	O	O
%	O	O
;	O	O
p	O	O
<	O	O
0	O	O
.	O	O
01	O	O
)	O	O
.	O	O

hippocampal	O	O
deficits	O	O
were	O	O
mapped	O	O
and	O	O
correlated	O	O
with	O	O
memory	O	O
performance	O	O
on	O	O
a	O	O
word	O	O
-	O	O
recall	O	O
test	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
)	O	O
.	O	O

mri	O	O
-	O	O
based	O	O
maps	O	O
suggest	O	O
that	O	O
chronic	O	O
methamphetamine	B-chem	B-chem
abuse	O	O
causes	O	O
