input	data/bc5-chemical/characterbert-from_general-128-s1.tsv	data/bc5-chemical/characterbert-general+node2vec-s1.tsv	data/bc5-chemical/characterbert-general-s1.tsv	data/bc5-chemical/enhanced-characterbert-from_general-128+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword-s1.tsv	data/bc5-chemical/fasttext-mimic+node2vec-s1.tsv	data/bc5-chemical/fasttext-mimic-s1.tsv	data/bc5-chemical/fasttext-pubmed+node2vec-s1.tsv	data/bc5-chemical/fasttext-pubmed-s1.tsv	data/bc5-chemical/fasttext-random+node2vec-s1.tsv	data/bc5-chemical/fasttext-random-s1.tsv
107015_minocycline	1	1	1	1	1	1	1	1	1	1	1	0
107049_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
107072_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
107090_hbsag	1	1	1	1	0	1	0	1	0	1	0	1
107244_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
107278_hbeag	1	1	1	1	1	1	1	1	1	1	1	1
107302_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
107324_eslicarbazepine	1	1	1	1	1	1	1	1	1	1	1	0
107325_acetate	1	1	1	1	1	1	1	1	1	1	1	0
107327_bia	1	1	1	1	1	1	1	0	1	1	1	0
107328_2	1	1	1	1	1	1	1	1	1	1	0	0
107329_-	1	1	1	1	1	1	1	1	1	1	0	0
107330_093	1	1	1	1	1	1	1	1	0	0	0	1
107338_picrotoxin	1	1	1	1	1	1	1	1	1	1	1	1
107348_eslicarbazepine	1	1	1	1	1	1	1	1	1	1	1	0
107349_acetate	1	1	1	1	1	1	1	1	1	1	1	0
107351_bia	1	1	1	1	1	0	1	0	1	1	1	0
107352_2	1	1	1	1	1	1	1	1	0	1	1	1
107353_-	1	1	1	1	1	1	1	1	0	1	1	1
107354_093	1	1	1	1	1	1	1	1	0	1	1	1
107356_s	0	1	1	1	0	0	0	0	1	0	0	0
107357_-	1	1	1	1	1	1	1	1	1	1	1	1
107358_(	1	1	1	1	1	1	1	1	1	1	1	1
107359_-	1	1	1	1	1	1	1	1	1	1	1	1
107360_)	1	1	1	1	1	1	1	1	1	1	1	1
107361_-	1	1	1	1	1	1	1	1	1	1	1	1
107362_10	1	1	1	1	1	1	1	1	1	1	1	1
107363_-	1	1	1	1	1	1	1	1	0	1	1	1
107364_acetoxy	1	1	1	1	1	1	1	1	1	1	1	1
107365_-	1	1	1	1	1	1	0	0	0	1	1	0
107366_10	1	1	1	1	1	1	1	0	0	1	0	0
107367_,	1	1	1	1	1	0	0	0	0	1	0	0
107368_11	1	1	1	1	1	0	0	1	0	1	1	0
107369_-	1	1	1	1	1	1	1	1	1	1	1	0
107370_dihydro	1	1	1	1	1	1	1	1	1	1	1	0
107371_-	1	1	1	1	1	1	1	1	1	1	1	1
107372_5h	1	1	1	1	1	1	1	1	1	1	1	1
107373_-	1	1	1	1	1	1	1	1	1	1	0	0
107374_dibenzo	1	1	1	1	1	1	1	1	1	1	1	0
107375_/	1	1	0	1	0	1	0	0	0	1	0	0
107376_b	1	1	0	1	0	1	0	0	0	1	0	0
107377_,	1	1	0	0	0	0	0	0	0	1	0	0
107378_f	1	1	1	1	0	0	0	0	0	1	0	0
107379_/	1	1	1	1	0	0	0	0	0	1	0	0
107380_azepine	1	1	1	1	0	0	0	0	0	1	0	0
107381_-	1	1	1	1	1	1	1	0	1	1	1	1
107382_5	1	1	1	1	1	1	1	0	1	1	1	1
107383_-	1	1	1	1	1	1	1	1	1	1	1	1
107384_carboxamide	1	1	1	1	1	1	1	1	1	1	1	1
107415_carbamazepine	1	1	1	1	1	1	1	1	1	1	1	1
107417_cbz	1	1	1	1	1	1	1	1	1	1	1	1
107420_oxcarbazepine	1	1	1	1	1	1	1	1	1	1	1	1
107422_oxc	1	1	1	1	0	0	1	1	1	1	0	0
107435_eslicarbazepine	1	1	1	1	1	1	1	1	1	1	1	0
107436_acetate	1	1	1	1	1	1	1	1	1	1	1	0
107471_picrotoxin	1	1	1	1	1	1	1	1	1	1	1	1
107517_picrotoxin	1	1	1	1	1	1	1	1	1	1	1	1
107591_eslicarbazepine	1	1	1	1	1	1	1	1	1	1	1	0
107592_acetate	1	1	1	1	1	1	1	1	1	1	1	0
107626_anthraquinones	1	1	1	1	1	0	1	0	1	0	1	0
107629_chinese	0	0	0	0	0	0	0	0	0	0	0	0
107630_herbal	0	0	0	0	0	0	0	0	0	0	0	0
107658_chinese	0	0	0	0	0	0	0	0	0	0	0	0
107659_herbs	0	0	0	0	0	0	0	0	0	0	0	0
107670_aristolochic	1	1	1	1	1	1	1	0	1	1	1	0
107671_acids	1	1	1	1	1	1	1	0	1	0	1	0
107694_chinese	0	0	0	0	0	0	0	0	0	0	0	0
107695_herbal	0	0	0	0	0	0	0	0	0	0	0	0
107700_anthraquinone	1	1	1	1	1	0	1	0	1	0	1	0
107732_diclofenac	1	1	1	1	1	1	1	1	1	1	1	0
107781_anthraquinone	1	1	1	1	1	0	1	0	1	0	0	0
107812_chloroacetaldehyde	1	1	1	1	1	1	1	1	1	1	1	1
107815_sulfhydryl	0	1	0	1	1	1	1	1	1	1	1	0
107822_thiol	0	0	0	0	1	1	0	0	1	0	0	0
107825_ifosfamide	1	1	1	1	1	1	1	1	1	1	1	1
107829_chloroacetaldehyde	1	1	1	1	1	1	1	1	1	1	1	1
107831_caa	1	1	1	1	1	1	1	1	1	1	1	1
107840_ifosfamide	1	1	1	1	1	1	1	1	1	1	1	1
107842_ifo	1	1	1	1	1	0	1	1	1	1	1	0
107856_ifo	1	1	1	1	0	0	0	0	1	1	0	1
107861_sulfhydryl	1	1	1	1	1	1	1	1	1	1	1	0
107863_sh	0	0	0	1	0	0	0	0	0	0	0	0
107885_caa	1	1	1	1	1	1	1	1	1	1	1	1
107903_caa	1	1	1	1	1	1	1	1	1	1	1	1
107916_trypan	0	1	1	1	1	0	1	0	1	1	1	0
107917_blue	0	1	1	1	1	0	1	0	1	1	1	0
107928_thiols	1	0	0	1	1	1	1	0	1	1	1	0
107938_caa	1	1	1	1	1	1	1	1	1	1	1	1
107952_thiols	1	0	0	1	1	1	1	0	1	1	1	0
107961_caa	1	1	1	1	1	1	1	1	1	1	1	1
107964_acrolein	1	1	1	1	1	0	1	0	1	1	1	0
107967_cysteine	0	0	1	0	0	1	0	1	0	1	0	0
107983_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
107987_caa	1	1	1	1	1	1	1	1	1	1	1	1
107999_caa	1	1	1	1	1	1	1	1	1	1	1	1
108014_caa	1	1	1	1	1	1	1	1	1	1	1	1
108016_cysteine	1	1	1	0	0	0	1	1	0	1	1	0
108020_thiols	1	0	0	1	1	1	1	0	1	1	1	0
108036_caa	1	1	1	1	1	1	1	1	1	1	1	1
108038_thiol	0	0	0	1	1	1	1	1	1	1	1	0
108046_caa	1	1	1	1	1	1	1	1	1	1	1	1
108051_thiol	1	0	0	1	1	1	0	0	0	0	0	0
108054_cysteine	1	1	1	0	0	1	1	1	0	1	0	0
108064_caa	1	1	1	1	1	1	1	1	1	1	1	1
108074_thiols	0	0	0	1	1	1	1	0	1	0	1	0
108102_ifo	1	1	1	1	0	0	0	0	1	1	0	0
108122_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
108241_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
108383_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
108399_galantamine	1	1	1	1	1	1	1	1	1	1	1	0
108433_galantamine	1	1	1	1	1	1	1	1	1	1	1	0
108493_galantamine	1	1	1	1	1	1	1	1	1	1	1	0
108626_galantamine	1	1	1	1	1	1	1	1	1	1	1	0
108653_galantamine	1	1	1	1	1	1	1	1	1	1	1	0
108694_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
108696_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
108724_olanzapine	1	1	1	1	1	1	1	1	1	1	1	0
108726_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
108795_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
108807_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
108828_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
108850_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
108883_olanzapine	1	1	1	1	1	1	1	1	1	1	1	0
108908_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
108975_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
108994_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
109003_olanzapine	1	1	1	1	1	1	1	1	1	1	1	0
109006_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
109040_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
109062_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
109109_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
109145_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
109154_risperidone	1	1	1	1	1	1	1	1	1	1	1	1
109160_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
109170_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
109195_olanzapine	1	1	1	1	1	1	1	1	1	1	1	1
109206_hydroxychloroquine	1	1	1	1	1	1	1	1	1	1	1	0
109226_hydroxychloroquine	1	1	1	1	1	1	1	1	1	1	0	0
109227_sulfate	1	1	1	1	1	1	0	1	0	1	0	1
109253_hydroxychloroquine	1	1	1	1	1	1	1	1	1	1	1	0
109340_hydroxychloroquine	1	1	1	1	1	1	1	1	1	1	1	0
109442_hydroxychloroquine	1	1	1	1	1	1	1	1	1	1	1	0
109495_epirubicin	1	1	1	1	1	1	1	1	1	1	1	1
109497_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
109541_epirubicin	1	1	1	1	1	1	1	1	1	1	1	1
109543_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
109545_taxol	1	1	1	1	1	1	1	1	1	1	1	1
109548_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
109673_cox	0	0	0	0	0	0	0	0	0	0	0	0
109674_-	0	0	0	0	0	0	0	0	0	0	0	0
109675_2	0	0	0	0	0	0	0	0	0	0	0	0
109676_inhibitors	0	0	0	0	0	0	0	0	0	0	0	0
109713_cox	0	0	0	0	0	0	0	0	0	0	0	0
109714_-	0	0	0	0	0	0	0	0	0	0	0	0
109715_2	0	0	0	0	0	0	0	0	0	0	0	0
109716_inhibitors	0	0	0	0	0	0	0	0	0	0	0	0
109733_non	0	0	0	0	0	0	0	0	0	0	0	0
109734_-	0	0	0	0	0	0	0	0	0	0	0	0
109735_steroidal	0	0	0	0	0	0	0	0	0	0	0	0
109736_anti	0	0	0	0	0	0	0	0	0	0	0	0
109737_-	0	0	0	0	0	0	0	0	0	0	0	0
109738_inflammatory	0	0	0	0	0	0	0	0	0	0	0	0
109739_drugs	0	0	0	0	0	0	0	0	0	0	0	0
109762_cox	0	0	0	0	0	0	0	0	0	0	0	0
109763_-	0	0	0	0	0	0	0	0	0	0	0	0
109764_2	0	0	0	0	0	0	0	0	0	0	0	0
109765_inhibitors	0	0	0	0	0	0	0	0	0	0	0	0
109771_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
109802_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
109837_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
109844_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
109850_rofecoxib	1	1	1	1	1	1	0	1	1	1	0	0
109855_celecoxib	1	1	1	1	1	1	1	1	1	1	1	0
109870_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
109879_rofecoxib	1	1	1	1	1	0	0	1	1	1	0	0
109885_celecoxib	1	1	1	1	1	0	1	1	1	1	1	0
109899_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
109907_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
109927_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
109931_aspirin	1	1	1	1	1	1	1	1	1	1	0	1
109936_rofecoxib	1	1	1	1	0	0	0	0	1	1	0	0
109950_celecoxib	1	1	1	1	1	1	1	1	1	1	1	1
109964_naproxen	1	1	1	1	1	1	1	1	1	1	1	0
109978_diclofenac	1	1	1	1	1	1	1	1	1	1	1	0
109992_ibuprofen	1	1	1	1	1	1	1	1	1	1	1	0
110010_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
110015_rofecoxib	1	1	1	1	1	0	0	0	1	1	0	0
110029_celecoxib	1	1	1	1	1	0	1	1	1	1	1	0
110043_ibuprofen	1	1	1	1	1	1	1	1	1	1	1	0
110057_diclofenac	1	1	1	1	1	1	1	1	1	1	1	0
110071_naproxen	1	1	1	1	1	1	1	1	1	1	1	0
110085_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
110108_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
110110_naproxen	1	1	1	1	1	1	1	1	1	1	1	0
110130_celecoxib	1	1	1	1	1	1	1	1	1	1	1	1
110136_acetaminophen	1	1	1	1	1	1	1	1	1	1	1	1
110145_rofecoxib	1	1	1	1	1	1	1	1	1	1	1	0
110155_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
110158_celecoxib	1	1	1	1	1	1	1	1	1	1	1	1
110160_naproxen	1	1	1	1	1	1	1	1	1	1	1	0
110169_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110206_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110274_bilirubin	1	1	1	1	1	1	1	1	1	1	1	1
110283_bilirubin	1	1	1	1	1	1	0	1	1	1	0	0
110292_bilirubin	1	1	1	1	1	1	1	1	1	1	1	1
110300_potassium	1	1	1	1	1	1	1	1	1	1	1	1
110317_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110320_dextrose	0	1	1	1	1	1	1	1	1	1	1	0
110352_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110395_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
110405_dextrose	0	1	1	0	1	0	1	0	1	1	0	0
110412_potassium	1	1	1	1	1	1	1	1	1	1	1	1
110413_aspartate	1	1	1	1	1	1	1	1	1	1	1	1
110417_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110425_quinine	1	1	0	1	1	1	1	1	1	1	1	1
110458_potassium	1	1	1	1	1	1	1	1	1	1	1	1
110480_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110483_quinidine	1	1	1	1	1	1	1	1	1	1	1	0
110520_quinine	1	1	1	1	1	1	1	1	1	1	1	1
110567_penicillamine	1	1	1	1	1	1	1	1	1	1	1	1
110575_zinc	1	1	1	1	1	1	1	1	1	1	1	0
110576_acetate	1	1	1	1	1	1	1	1	1	1	1	0
110603_copper	1	1	1	1	0	0	0	0	1	1	0	0
110607_copper	1	1	1	1	1	1	1	0	1	1	1	0
110685_penicillamine	1	1	1	1	1	1	1	1	1	1	1	1
110697_zinc	1	1	1	1	1	1	1	1	1	1	1	0
110698_acetate	1	1	1	1	1	1	1	1	1	1	1	0
110720_zinc	1	1	1	1	1	1	1	1	1	1	1	0
110721_acetate	1	1	1	1	1	1	1	1	1	1	1	0
110735_penicillamine	1	1	1	1	1	0	1	1	1	1	1	1
110747_zinc	1	1	1	1	1	1	1	1	1	1	1	0
110748_acetate	1	1	1	1	1	1	1	1	1	1	1	0
110791_penicillamine	1	1	1	1	1	0	1	1	1	1	1	1
110859_gtn	1	1	1	1	0	0	0	0	1	1	0	0
110906_oxygen	1	1	1	1	1	1	1	1	1	1	1	1
110912_glyceryl	1	1	1	1	1	0	1	0	1	1	1	0
110913_trinitrate	1	1	1	1	1	0	1	0	1	0	1	0
110915_gtn	1	1	1	1	0	0	1	1	1	1	0	0
110923_gtn	0	0	0	0	0	0	0	0	1	1	0	0
110941_atropine	1	1	1	1	1	1	1	1	1	1	1	1
110942_sulphate	1	1	1	1	1	1	1	1	1	1	1	1
111056_peg	1	1	1	1	0	1	1	1	1	1	0	0
111057_-	1	1	1	1	0	1	0	1	1	1	0	0
111058_asparaginase	1	1	1	1	0	1	0	1	1	1	0	0
111061_cytarabine	1	1	1	1	1	1	1	1	1	1	1	0
111135_cytarabine	1	1	1	1	1	1	1	1	1	1	1	0
111138_vincristine	1	1	1	1	1	1	1	1	1	1	1	1
111140_dexamethasone	1	1	1	1	1	1	1	1	1	1	1	1
111143_polyethylene	1	1	1	1	1	1	1	1	1	1	1	1
111144_glycol	1	1	1	1	1	1	1	1	1	1	1	1
111145_-	1	0	0	1	0	1	0	1	0	1	0	0
111146_asparaginase	1	0	0	1	1	1	1	1	0	1	0	0
111188_valsartan	1	1	1	1	1	1	1	1	1	1	1	1
111190_hydrochlorothiazide	1	1	1	1	1	1	1	1	1	1	1	0
111294_valsartan	1	1	1	1	1	1	1	1	1	1	1	1
111296_val	1	1	1	1	0	0	1	1	1	1	0	0
111299_hydrochlorothiazide	1	1	1	1	1	1	1	1	1	1	1	1
111301_hctz	1	1	1	1	1	1	1	1	1	1	1	0
111383_val	1	0	1	1	0	0	0	0	0	0	0	0
111389_hctz	1	0	1	1	1	0	1	1	1	1	1	0
111397_val	1	0	0	1	0	0	0	0	0	0	0	0
111399_hctz	1	0	1	1	1	0	1	0	1	1	1	0
111447_val	1	0	1	1	0	0	0	0	0	0	0	0
111449_hctz	1	0	1	1	1	0	1	0	1	1	1	0
111622_val	1	0	0	1	0	0	0	0	1	1	0	0
111624_hctz	1	0	0	1	1	0	1	1	1	1	1	0
111671_val	1	0	1	1	0	0	0	0	0	0	0	0
111673_hctz	1	0	1	1	1	0	1	0	1	1	1	0
111712_val	1	0	1	1	0	0	0	0	0	0	0	0
111714_hctz	1	0	1	1	1	0	1	0	1	1	1	0
111721_val	1	0	1	1	0	0	0	0	0	0	0	0
111723_hctz	1	0	1	1	1	0	1	1	1	1	1	0
111770_val	1	0	0	1	0	0	0	0	0	1	0	0
111772_hctz	1	0	0	1	1	0	1	1	1	1	1	0
111787_hctz	1	1	0	1	1	0	1	1	1	1	1	0
111824_val	1	0	0	1	0	0	0	0	1	1	0	0
111826_hctz	1	0	0	1	1	0	1	1	1	1	1	0
111850_val	1	0	0	1	0	0	0	0	0	1	0	0
111852_hctz	1	0	0	1	1	0	1	1	1	1	1	0
111876_hctz	1	0	0	1	1	0	1	1	1	1	1	0
111880_succimer	1	0	0	1	1	0	1	1	1	1	1	0
111891_lead	1	1	1	1	0	0	0	0	0	0	0	0
111904_lead	1	1	1	1	0	0	0	0	0	0	0	0
111925_lead	1	0	0	1	0	0	0	0	0	0	0	0
111942_pb	1	1	1	1	0	1	0	1	0	1	0	0
111963_pb	1	1	1	1	0	1	0	1	0	1	0	0
111987_pb	1	0	0	1	0	1	0	1	0	1	0	0
111992_succimer	1	0	0	1	1	0	1	1	1	1	1	0
112010_pb	1	0	0	1	0	1	0	1	0	1	0	1
112034_pb	1	1	0	1	0	1	0	1	0	1	0	0
112040_succimer	1	0	0	1	1	0	1	1	1	1	1	0
112044_pb	1	0	0	1	0	1	0	1	0	1	0	0
112070_pb	1	0	0	1	0	1	0	1	0	1	0	0
112083_succimer	0	0	0	1	1	1	1	1	1	1	1	0
112091_pb	1	1	1	1	0	1	0	1	0	1	0	0
112109_pb	1	0	1	1	0	1	0	1	0	1	0	0
112141_pb	1	1	1	1	0	1	0	1	0	1	0	1
112156_succimer	0	0	0	1	1	0	1	1	1	1	1	0
112164_pb	1	0	0	1	0	1	0	1	0	1	0	0
112176_succimer	1	0	0	1	1	1	1	1	1	1	1	0
112192_pb	1	1	1	1	0	1	0	1	0	1	0	0
112199_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112263_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112330_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112333_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112425_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112459_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112477_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112564_caffeine	1	1	1	1	1	1	1	1	1	1	1	1
112745_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
113112_piperacillin	1	1	1	1	1	0	1	1	1	1	1	0
113113_/	1	0	0	1	0	0	0	0	0	0	0	0
113114_tazobactam	1	0	0	1	0	0	0	0	0	0	0	0
113136_piperacillin	1	1	1	1	1	1	1	1	1	1	1	1
113143_piperacillin	1	1	1	1	1	0	1	1	1	1	1	0
113211_piperacillin	1	1	1	1	1	0	1	1	1	1	1	0
113212_/	1	0	0	1	0	0	0	0	0	0	0	0
113213_tazobactam	1	0	0	1	0	0	0	0	0	0	0	0
113238_ammonia	1	1	1	1	1	1	1	1	1	1	1	0
113280_piperacillin	1	1	1	1	1	0	1	1	1	1	1	0
113281_/	1	0	0	1	0	0	0	0	0	0	0	0
113282_tazobactam	1	0	0	1	0	0	0	0	0	0	0	0
113316_piperacillin	1	1	1	1	1	1	1	1	1	1	1	1
113338_piperacillin	1	1	1	1	1	0	1	1	1	1	1	0
113346_piperacillin	1	1	1	1	1	1	1	1	1	1	1	1
113508_ropivacaine	1	1	1	1	1	0	1	1	1	1	1	0
113515_prilocaine	1	1	1	1	1	1	1	1	1	1	1	1
113670_melatonin	1	1	1	1	1	1	1	1	1	1	1	0
113681_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113721_carmustine	1	1	1	1	1	1	1	1	1	1	1	1
113724_1	1	1	0	0	0	0	0	0	0	0	0	0
113725_,	1	1	1	1	1	1	1	1	1	1	1	1
113726_3	1	1	1	1	1	1	1	1	1	1	1	1
113727_-	1	1	1	1	1	1	1	1	1	1	1	1
113728_bis	1	1	1	1	1	1	1	1	1	1	1	1
113729_(	1	1	1	1	1	1	1	0	1	1	1	1
113730_2	1	1	1	1	1	1	1	0	1	1	1	1
113731_-	1	1	1	1	1	1	1	1	1	1	1	1
113732_chloroethyl	1	1	1	1	1	1	1	1	1	1	1	1
113733_)	1	1	1	1	1	1	1	1	1	1	1	1
113734_-	1	1	1	1	1	1	1	1	1	1	1	1
113735_1	1	1	1	1	1	1	1	1	1	1	1	1
113736_-	1	1	1	1	1	1	1	1	1	1	1	1
113737_nitrosoure	1	1	1	1	1	1	1	1	1	1	1	1
113740_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113749_melatonin	1	1	1	1	1	1	1	1	0	1	1	0
113752_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113782_melatonin	1	1	1	1	1	1	1	1	1	1	1	0
113786_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113790_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113794_melatonin	1	1	0	1	1	1	1	1	1	1	1	0
113801_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113807_melatonin	1	1	1	1	1	1	1	1	1	1	1	0
113831_malondialdehyde	1	1	1	1	1	1	1	1	1	1	1	1
113833_superoxide	1	1	1	1	1	1	1	1	1	1	1	1
113864_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113889_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113919_melatonin	1	1	1	1	1	1	1	1	1	1	1	0
113926_malondialdehyde	1	1	1	1	1	1	1	1	1	1	1	1
113929_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113941_melatonin	1	1	1	1	1	1	1	1	1	0	1	0
113943_malondialdehyde	1	1	1	1	1	1	1	1	1	1	1	1
113946_bcnu	1	1	0	1	1	1	1	1	1	1	1	1
113964_superoxide	1	1	1	1	1	1	1	1	1	1	1	1
113980_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
113991_melatonin	1	1	1	1	1	1	1	1	1	1	1	0
113999_bcnu	1	1	1	1	1	1	1	1	1	1	1	1
114002_myo	1	1	1	1	1	1	0	1	1	1	1	0
114003_-	1	1	1	1	0	0	0	0	1	1	1	1
114004_inositol	1	1	1	1	0	0	0	0	1	0	1	1
114005_-	1	1	1	1	1	1	1	1	1	1	1	1
114006_1	1	1	1	1	1	1	1	1	1	1	1	1
114007_-	1	1	1	1	1	1	1	1	1	1	1	1
114008_phosphate	1	1	1	1	1	1	1	1	1	1	1	1
114011_mip	0	0	0	0	1	1	0	0	0	0	0	0
114024_lithium	1	1	1	1	1	1	1	1	1	1	1	1
114026_valproate	1	1	1	1	1	1	1	1	1	1	1	1
114043_inositol	1	1	1	1	1	1	1	0	1	1	1	0
114047_lithium	1	1	1	1	1	1	1	1	1	1	1	1
114051_valproate	1	1	1	1	1	1	1	1	1	1	1	1
114054_mip	1	0	0	1	1	1	0	0	0	0	0	1
114062_mip	0	0	0	1	1	1	0	0	0	0	0	1
114073_lithium	1	1	1	1	1	1	1	1	1	1	1	1
114076_inositol	1	1	1	1	1	0	1	1	1	1	1	0
114078_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
114102_inositol	1	1	1	1	1	0	1	0	1	1	1	0
114115_lithium	1	1	1	1	1	1	1	1	1	1	1	1
114244_aspirin	1	1	1	1	1	1	1	1	1	1	1	1
114249_ibuprofen	1	1	1	1	1	1	1	1	1	1	1	0
114277_blood	1	1	1	1	1	1	1	1	1	1	1	0
114278_urea	1	1	1	1	1	1	1	1	1	1	1	0
114279_nitrogen	1	1	1	1	1	1	1	1	1	1	1	1
114281_bun	0	1	0	1	0	0	0	1	0	0	0	0
114291_creatinine	1	1	1	1	1	1	1	1	1	1	1	1
114301_potassium	1	1	1	1	1	1	1	1	1	1	1	1
114363_steroids	1	1	1	1	1	1	1	1	1	1	1	1
114413_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
114433_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
114463_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
114494_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
114504_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
114514_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114529_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114562_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114585_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114615_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114664_hbeag	1	1	1	0	1	1	1	1	1	1	1	1
114725_hbeag	1	1	1	1	1	1	1	1	1	1	1	1
114774_hbeag	1	1	1	1	1	1	1	1	1	1	1	1
114792_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114811_lamivudine	1	1	1	1	1	1	1	1	1	1	1	1
114825_fluoxetine	1	1	1	1	1	1	1	1	1	1	1	1
114837_fluoxetine	1	1	1	1	1	1	1	1	1	1	1	1
114852_serotonin	0	1	1	1	0	1	0	1	0	1	0	0
114884_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
114886_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
114888_prostaglandin	1	1	1	1	1	1	1	1	1	1	1	1
114889_e2	1	1	1	1	1	1	1	1	1	1	1	1
114939_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
114942_prostaglandin	1	1	1	1	1	1	1	1	1	1	1	1
114943_e2	1	1	1	1	1	1	1	1	1	1	1	1
114945_pge2	1	1	1	1	1	1	1	0	1	1	1	0
114982_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
114988_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
114993_rofecoxib	1	1	1	1	1	1	1	1	1	1	1	0
115037_pge2	1	0	1	1	1	1	1	0	1	1	1	0
115039_thromboxane	1	1	1	1	1	1	1	0	1	1	1	1
115040_b2	1	0	0	1	0	0	0	0	0	0	0	0
115042_txb2	0	0	0	1	0	0	0	0	0	1	1	0
115051_bupivacaine	1	1	1	1	1	1	1	1	1	1	1	1
